cd	track	track_title	recording_title	chorale	recording_id		cd	track	title	bwv	text		playlist_position	Song	Artist	Popularity	BPM	Genres	Album	Album Date	Time	Dance	Energy	Acoustic	Instrumental	Happy	Speech	Live	Loud (Db)	Key	Time Signature	Added At	Spotify Track Id	Album Label	Camelot	ISRC
6	32	Ich bin ja, Herr, in deiner Macht BWV345	Ich bin ja, Herr, in deiner Macht, BWV 345	174	cc01f4f9-3c26-4b98-b474-f5d7dafc2c81		3	83	Ich bin ja, Herr, in deiner Macht	345	Ich bin ja, Herr, in deiner Macht		287	Ich bin ja, Herr, in deiner Macht, BWV 345	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	73	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:05	17	15	97	0	8	0	10	-19	F#/G♭ Minor	5	2024-07-26	1tIvxwzJVe4b7Zr25o1PDJ	undefined	11A	NLY331107323
6	33	Ich dank. dir, Gott, für all. Wohlthat BWV346	Ich dank' dir, Gott, für all' Wohlthat, BWV 346	175	9c06b25b-3bfa-4bd4-a64a-00c3cc588fbc		3	84	Ich dank' dir, Gott, für all' Wohlthat	346	Ich dank' dir, Gott, für all' Wohlthat		288	Ich dank' dir, Gott, für all' Wohlthat, BWV 346	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	73	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:00	20	10	94	3	34	0	10	-21	B Major	4	2024-07-26	2EuxcuutSDyfYnsgg5y3QI	undefined	1B	NLY331107324
6	34	Ich dank. dir, lieber Herre BWV347	Ich dank' dir, lieber Herre, BWV 347	176	ab148a83-d36c-4c5d-a912-999665837b6a		3	85	Ich dank' dir, lieber Herre	347	Ich dank' dir, lieber Herre		289	Ich dank' dir, lieber Herre, BWV 347	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	84	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:02	20	17	97	0	50	0	10	-18	G#/A♭ Major	3	2024-07-26	2g4kA4RvJwBeUTCsCH8LaR	undefined	4B	NLY331107325
6	35	Ich dank. dir, lieber Herre BWV348	Ich dank' dir, lieber Herre, BWV 348	177	cd424ddd-a821-4a20-83fb-248abf9cf87b		3	86	Ich dank' dir, lieber Herre	348	Ich dank' dir, lieber Herre		290	Ich dank' dir, lieber Herre, BWV 348	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:59	26	17	96	0	55	0	10	-18	A Major	3	2024-07-26	3mAKsitrGaYs3B53fWn7Re	undefined	11B	NLY331107326
6	36	Ich dank. dir, lieber Herre (Cantata BWV37)	Ich dank' dir, lieber Herre, Cantata BWV 37	178	d33456e0-c43d-458d-99d0-804b0be530b0		3	87	Ich dank' dir, lieber Herre	37	Ich dank' dir, lieber Herre		291	Ich dank' dir, lieber Herre (Cantata, BWV 37)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:03	26	19	97	0	31	0	10	-18	G#/A♭ Major	5	2024-07-26	68WP5wSxkGgjcKwNuL7tFw	undefined	4B	NLY331107327
6	37	Ich dank. dir schon durch deinen Sohn BWV349	Ich dank' dir schon durch deinen Sohn, BWV 349	179	c1fb4b8f-21c8-46f6-b2b0-ffd3b2fba107		3	88	Ich dank' dir schon durch deinen Sohn	349	Ich dank' dir schon durch deinen Sohn		292	Ich dank' dir schon durch deinen Sohn, BWV 349	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	92	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:42	22	7	95	0	35	0	10	-19	E Major	3	2024-07-26	7LJbr4FeT4WfAt0HKrXeDD	undefined	12B	NLY331107328
6	38	Ich danke dir, o Gott, in deinem Throne BWV350	Ich danke dir, o Gott, in deinem Throne, BWV 350	180	ade28b1f-34ba-43b7-803b-b5c2d0c3057c		3	89	Ich danke dir, o Gott, in deinem Throne	350	Ich danke dir, o Gott, in deinem Throne		293	Ich danke dir, o Gott, in deinem Throne, BWV 350	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:07	24	16	96	0	22	0	10	-20	F#/G♭ Minor	3	2024-07-26	1Y3lL3BsFrcoXO7JF3JIuh	undefined	11A	NLY331107329
3	13	Ich freue mich in dir (Cantata BWV133)	Ich freue mich in dir, Cantata BWV 133	181	2887eeb9-18c6-40ab-a614-042dbdf523c8		2	15	Ich freue mich in dir	133	Ich freue mich in dir		117	Ich freue mich in dir (Cantata, BWV 133)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:47	20	11	98	0	19	0	10	-22	C♯/D♭ Major	4	2024-07-26	1jGo9bicCe4JnRTIhdh9h6	undefined	3B	NLY331107153
6	39	Ich hab. mein. Sach. Gott heimgestellt BWV351	Ich hab' mein' Sach' Gott heimgestellt, BWV 351	182	56b95473-d5e6-4c52-8a3c-4b59874c4eb0		3	90	Ich hab' mein' Sach' Gott heimgestellt	351	Ich hab' mein' Sach' Gott heimgestellt		294	Ich hab' mein' Sach' Gott heimgestellt, BWV 351	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	97	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:45	26	4	84	0	17	0	10	-26	F#/G♭ Minor	4	2024-07-26	7pZ8GfvWAuBjoUZTX9ZDGg	undefined	11A	NLY331107330
6	40	Ich ruf . zu dir, Herr Jesu Christ (Cantata BWV177)	Ich ruf' zu dir, Herr Jesu Christ, Cantata BWV 177	183	499d41fa-77ad-43fa-9a10-eb663d73fc71		3	91	Ich ruf' zu dir, Herr Jesu Christ	177	Ich ruf' zu dir, Herr Jesu Christ		295	Ich ruf' zu dir, Herr Jesu Christ (Cantata, BWV 177)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	02:18	17	11	94	0	20	0	10	-20	A Major	4	2024-07-26	075FDh85Xju0nzIAn7npCs	undefined	11B	NLY331107331
6	41	Jesu, der du meine Seele BWV352	Jesu, der du meine Seele, BWV 352	185	a4199a49-b358-4e1f-9fa8-c0754cb0970d		3	92	Jesu, der du meine Seele	352	Jesu, der du meine Seele		296	Jesu, der du meine Seele, BWV 352	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	167	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:11	19	17	96	0	22	0	10	-20	G#/A♭ Minor	5	2024-07-26	66zWWTmyD08OhLkX9g00fu	undefined	1A	NLY331107332
6	42	Jesu, der du meine Seele BWV353	Jesu, der du meine Seele, BWV 353	186	9d8a11d8-c9ea-4ba8-9022-0c3dfdd96d7c		3	93	Jesu, der du meine Seele	353	Jesu, der du meine Seele		297	Jesu, der du meine Seele, BWV 353	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:10	28	20	90	0	35	0	10	-17	F#/G♭ Minor	3	2024-07-26	3UOq2EpfrFxJakudbOtLhh	undefined	11A	NLY331107333
6	43	Jesu, der du meine Seele BWV354	Jesu, der du meine Seele, BWV 354	187	850b9d72-f858-4e6b-8fa0-5862df00a906		3	94	Jesu, der du meine Seele	354	Jesu, der du meine Seele		298	Jesu, der du meine Seele, BWV 354	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	65	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:11	33	9	94	0	26	0	10	-21	A Minor	3	2024-07-26	1vuW2wJaaoyWHsBVFNsol7	undefined	8A	NLY331107334
6	44	Jesu, der du meine Seele (Cantata BWV78)	Jesu, der du meine Seele, Cantata BWV 78	188	c509cf6d-5cf7-43cb-9681-a32cb22b1425		3	95	Jesu, der du meine Seele	78	Jesu, der du meine Seele		299	Jesu, der du meine Seele (Cantata, BWV 78)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:02	21	11	96	0	38	0	10	-18	F#/G♭ Minor	4	2024-07-26	5RA3eXWUXgTgZnXgFuBlzK	undefined	11A	NLY331107335
6	45	Jesu, der du selbst so wohl BWV355	Jesu, der du selbst so wohl, BWV 355	189	6c4437fa-11bc-45d0-8001-b2dea16b99ad		3	96	Jesu, der du selbst so wohl	355	Jesu, der du selbst so wohl		300	Jesu, der du selbst so wohl, BWV 355	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	29	12	97	0	55	0	10	-18	G#/A♭ Major	4	2024-07-26	0GxNFzoI1E1abOB9aje3wr	undefined	4B	NLY331107336
6	46	Jesu, du mein liebstes Leben BWV356	Jesu, du mein liebstes Leben, BWV 356	190	b76020f3-3d45-4cef-b445-4d5de31aa55e		3	97	Jesu, du mein liebstes Leben	356	Jesu, du mein liebstes Leben		301	Jesu, du mein liebstes Leben, BWV 356	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	113	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:28	29	19	97	0	29	0	10	-17	F#/G♭ Minor	4	2024-07-26	466y7ToWp88LfFUCrX1X1u	undefined	11A	NLY331107337
6	47	Jesu, Jesu, du bist mein BWV357	Jesu, Jesu, du bist mein, BWV 357	191	9f0684d8-6a1d-43e5-a79d-9718bb4b5a58		3	98	Jesu, Jesu, du bist mein	357	Jesu, Jesu, du bist mein		302	Jesu, Jesu, du bist mein, BWV 357	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:03	17	13	94	0	21	0	10	-20	B Minor	4	2024-07-26	5tJQGLnrDPbh8E7X9xipUl	undefined	10A	NLY331107338
4	34	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	192	546abaca-a3b3-46c6-974e-c1e916921de8		2	77	Jesu Leiden, Pein und Tod, No. 1	245	Jesu Leiden, Pein und Tod, No. 1		179	Jesu Leiden, Pein und Tod, No. 1 (St John Passion, BWV 245)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:05	17	9	98	0	30	0	10	-19	G#/A♭ Major	4	2024-07-26	2Qdh3KFUtLEX03PTMJplAg	undefined	4B	NLY331107215
4	35	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	193	7ed812d3-1b74-464c-a3bc-2e17b82535b9		2	78	Jesu Leiden, Pein und Tod, No. 2	245	Jesu Leiden, Pein und Tod, No. 2		180	Jesu Leiden, Pein und Tod, No. 2 (St John Passion, BWV 245)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	84	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:06	23	10	98	32	22	0	10	-22	G#/A♭ Major	4	2024-07-26	3sz0YhmZwMC23WhpdPH9B0	undefined	4B	NLY331107216
4	36	Jesu Leiden, Pein und Tod (Cantata BWV159)	Jesu Leiden, Pein und Tod, Cantata BWV 159	194	570cf8f9-5d4d-46eb-bfad-9fe50fcc6d96		2	79	Jesu Leiden, Pein und Tod	159	Jesu Leiden, Pein und Tod		181	Jesu Leiden, Pein und Tod (Cantata, BWV 159)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	97	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:01	25	14	93	0	39	0	10	-19	D Major	4	2024-07-26	6i18wd4bHq7Dsj7hIW1fXw	undefined	10B	NLY331107217
6	48	Jesu, meine Freude BWV358	Jesu, meine Freude, BWV 358	195	d68bdd74-31d5-430d-a660-9dc6c484bd80		3	99	Jesu, meine Freude	358	Jesu, meine Freude		303	Jesu, meine Freude, BWV 358	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	92	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:12	15	5	93	0	20	0	10	-23	C♯/D♭ Minor	4	2024-07-26	0nqcmpgI0QA8i8DXxw7jmq	undefined	12A	NLY331107339
6	49	Jesu, meine Freude BWV227	Jesu, meine Freude, BWV 227	196	1b8f7745-d471-4a7f-bc64-b9cf58c639f2		3	100	Jesu, meine Freude	227	Jesu, meine Freude		304	Jesu, meine Freude, BWV 227	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	02:04	28	12	96	0	20	0	10	-19	D#/E♭ Minor	4	2024-07-26	1Ml0PBDzzbSfViVd9fr5nr	undefined	2A	NLY331107340
6	50	Jesu, meine Freude (Cantata BWV8)	Jesu, meine Freude, Cantata BWV 81	197	8c92113b-aebe-4e9c-982c-665bf6470ce3		3	101	Jesu, meine Freude	81	Jesu, meine Freude		305	Jesu, meine Freude (Cantata, BWV 81)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:05	29	19	96	0	29	0	10	-17	D#/E♭ Minor	4	2024-07-26	6lrqq23QFisC6AkpxK0woQ	undefined	2A	NLY331107341
2	1	Jesu, meine Freude (Cantata BWV64)	Jesu, meine Freude, Cantata BWV 64	200	c12230d1-4e1d-4ce9-ac6b-a18b4641ecd9		1	55	Jesu, meine Freude	64	Jesu, meine Freude		55	Jesu, meine Freude (Cantata, BWV 64)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:10	19	16	96	0	8	0	10	-19	D#/E♭ Minor	4	2024-07-26	09PkUNq3h4pRPJqPgAajtp	undefined	2A	NLY331107091
2	2	Jesu, meines Herzens Freud. BWV361	Jesu, meines Herzens Freud', BWV 361	202	8e2a60f5-be77-408f-a892-4de412b12423		1	56	Jesu, meines Herzens Freud'	361	Jesu, meines Herzens Freud'		56	Jesu, meines Herzens Freud', BWV 361	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:56	33	10	97	0	16	0	10	-19	A Major	4	2024-07-26	7GNbNsSLRoec9YMtb5e4Bm	undefined	11B	NLY331107092
2	3	Jesu, nun sei gepreiset BWV362	Jesu, nin sei gepreiset, BWV 362	203	26df3cab-076b-4257-8a98-e4351e77816c		1	57	Jesu, nun sei gepreiset	362	Jesu, nun sei gepreiset		57	Jesu, nun sei gepreiset, BWV 362	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	72	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:47	15	11	93	0	32	0	10	-21	A Major	5	2024-07-26	0wel4FoQl0etZgFJ0FA0or	undefined	11B	NLY331107093
4	37	Jesus Christus, unser Heiland BWV363	Jesus Christus, unser Heiland, BWV 363	206	1254cd37-a9ae-44f9-8fcd-fb69d9f2901b		2	80	Jesus Christus, unser Heiland	363	Jesus Christus, unser Heiland		182	Jesus Christus, unser Heiland, BWV 363	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1		classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:50											2024-07-26	06iFyH5T3cOkGbtGcmayRk	undefined	10B	NLY331107218
4	38	Jesus Christus, unser Heiland BWV364	Jesus Christus, unser Heiland, BWV 364	207	82edc268-b5ba-4dbd-a1d1-38366be23510		2	81	Jesus Christus, unser Heiland	364	Jesus Christus, unser Heiland		183	Jesus Christus, unser Heiland, BWV 364	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	66	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:45	25	13	87	0	41	0	20	-18	B Minor	3	2024-07-26	5vpjElMLAUeanhzIfstxCW	undefined	10A	NLY331107219
2	4	Jesus, meine Zuversicht BWV365	Jesus, meine Zuversicht, BWV 365	208	2aa92602-a7bf-49bc-865e-e2331607ba35		1	58	Jesus, meine Zuversicht	365	Jesus, meine Zuversicht		58	Jesus, meine Zuversicht, BWV 365	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:53	26	12	90	0	30	0	10	-19	B Major	4	2024-07-26	4HACmyjNMJ5l3cnYIWPW8m	undefined	1B	NLY331107094
4	39	Jesus, meine Zuversicht (Cantata BWV145)	Jesus, meine Zuversicht, Cantata BWV 145	209	b4a0b18d-1fc2-4278-82ea-d734ceb8c621		2	82	Jesus, meine Zuversicht	145	Jesus, meine Zuversicht		184	Jesus, meine Zuversicht (Cantata, BWV 145)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:46	32	20	97	1	46	0	10	-18	C♯/D♭ Major	1	2024-07-26	6fVaaQAA4ArP126cI7uG9B	undefined	3B	NLY331107220
2	5	Ihr Gestirn., ihr hohlen Lüfte BWV366	Ihr Gestirn', ihr hohlen Lüfte, BWV 366	210	dccde6e3-e566-4eab-b9bd-d61026bb9348		1	59	Ihr Gestirn', ihr hohlen Lüfte	366	Ihr Gestirn', ihr hohlen Lüfte		59	Ihr Gestirn', ihr hohlen Lüfte, BWV 366	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:39	37	15	97	0	38	0	10	-16	A Major	3	2024-07-26	3beKeCte5Y3w6AcfgARdHZ	undefined	11B	NLY331107095
2	6	In allen meinen Thaten BWV367	In allen meinen Thaten, BWV 367	211	ec71ddfb-5ce6-4c31-a43b-552e796c4a5d		1	60	In allen meinen Thaten	367	In allen meinen Thaten		60	In allen meinen Thaten, BWV 367	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:45	18	22	87	84	41	0	10	-17	B Major	1	2024-07-26	0By4ceLEh027KXtlL5xRyD	undefined	1B	NLY331107096
4	40	In dich hab. ich gehoffet, Herr (Matthäus-Passion)	In dich hab' ich gehoffet, Herr, St. Matthew Passion	213	49350695-76f6-41d6-acdc-a48e43e70682		2	83	In dich hab' ich gehoffet, Herr	244	In dich hab' ich gehoffet, Herr		185	In dich hab' ich gehoffet, Herr (St Matthew Passion, BWV 244)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	167	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:51	15	16	97	21	36	0	10	-21	A Major	1	2024-07-26	1PmIk8oihOblGg7RvYUYfn	undefined	11B	NLY331107221
3	14	In dich hab. ich gehoffet, Herr (Christmas Oratorio)	In dich hab' ich gehoffet, Herr, Christmas Oratorio	214	c72e71d4-3729-4c98-be3e-e238153fc734		2	16	In dich hab' ich gehoffet, Herr		In dich hab' ich gehoffet, Herr		118	In dich hab' ich gehoffet, Herr (Christmas Oratorio)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	71	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:32	18	15	97	3	29	0	10	-19	G#/A♭ Major	1	2024-07-26	40nzyFzACjZFEce4ESFupK	undefined	4B	NLY331107154
3	15	In dulci jubilo BWV368	In dulci jubilo, BWV 368	215	a2b9e24b-9863-4cb3-997f-aa4fa441b9fd		2	17	In dulci jubilo	368	In dulci jubilo		119	In dulci jubilo, BWV 368	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:52	22	16	94	0	44	0	10	-20	E Major	1	2024-07-26	1jHlQX4h7GWqzhBXkcd52P	undefined	12B	NLY331107155
2	7	Ist Gott mein Schild und Helfersmann (Cantata BWV85)	Ist Gott mein Schild und Helfersmann, Cantata BWV 85	216	3d8d50df-82a3-4c4b-a88c-5b29dfb01df8		1	61	Ist Gott mein Schild und Helfersmann	85	Ist Gott mein Schild und Helfersmann		61	Ist Gott mein Schild und Helfersmann (Cantata, BWV 85)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:45	25	15	95	0	26	0	20	-18	D Major	4	2024-07-26	0zZLZddb2z7LXZkbMQEr2S	undefined	10B	NLY331107097
2	8	Keinen hat Gott verlassen BWV369	Keinen hat Gott verlassen, BWV 369	217	387a43af-b906-4309-b41c-13aed876c6eb		1	62	Keinen hat Gott verlassen	369	Keinen hat Gott verlassen		62	Keinen hat Gott verlassen, BWV 369	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	173	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:57	18	17	96	0	25	0	30	-20	D#/E♭ Minor	3	2024-07-26	0Egdcwg9BRBHaobG53DGUX	undefined	2A	NLY331107098
2	9	Komm, Gott Schöpfer, heiliger Geist BWV370	Komm, Gott Schöpfer, heiliger Geist, BWV 370	218	8363806d-afe6-4b2b-a460-604748a6e774		1	63	Komm, Gott Schöpfer, heiliger Geist	370	Komm, Gott Schöpfer, heiliger Geist		63	Komm, Gott Schöpfer, heiliger Geist, BWV 370	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	81	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:34	26	10	90	82	33	0	10	-18	B Major	3	2024-07-26	39s23MEhzDcCMNrksUuqi8	undefined	1B	NLY331107099
2	10	Komm, heiliger Geist, Herre Gott BWV226	Komm, heileger Geist, Herre Gott, BWV 226	221	61978acd-7fbb-4975-a040-a947bafcdf7e		1	64	Komm, heiliger Geist, Herre Gott	226	Komm, heiliger Geist, Herre Gott		64	Komm, heiliger Geist, Herre Gott, BWV 226	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	5	70	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:30	19	11	96	0	28	0	20	-21	A Major	3	2024-07-26	4HCHeKungFhFQuYQji80ZF	undefined	11B	NLY331107100
2	11	Komm, Jesu komm BWV229	Komm, Jesu komm, BWV 229	222	b79d399f-75d1-47ce-8b30-439b1ff23f7d		1	65	Komm, Jesu komm	229	Komm, Jesu komm		65	Komm, Jesu komm, BWV 229	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:20	28	15	94	1	19	0	20	-19	F#/G♭ Minor	3	2024-07-26	6Q0WbkFKQScm4IV5pqq2cL	undefined	11A	NLY331107101
2	12	Kommt her zu mir, spricht Gottes Sohn (Cantata BWV74)	Kommt her zu mir, spricht Gottes Sohn, Cantata BWV 74	223	9988c307-3599-4a8b-94be-ee9deb4db169		1	66	Kommt her zu mir, spricht Gottes Sohn	74	Kommt her zu mir, spricht Gottes Sohn		66	Kommt her zu mir, spricht Gottes Sohn (Cantata, BWV 74)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:30	24	16	92	19	32	0	10	-18	G#/A♭ Minor	3	2024-07-26	1XQsrgzcDp2tdugXgdCnXN	undefined	1A	NLY331107102
2	13	Kommt her zu mir, spricht Gottes Sohn (Cantata BWV108)	Kommt her zu mir, spricht Gottes Sohn, Cantata BWV 108	224	38c77251-f49a-41dc-92af-25eb06584622		1	67	Kommt her zu mir, spricht Gottes Sohn	108	Kommt her zu mir, spricht Gottes Sohn		67	Kommt her zu mir, spricht Gottes Sohn (Cantata, BWV 108)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	86	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:48	35	23	98	0	40	0	20	-18	A#/B♭ Minor	4	2024-07-26	5PtQLOafBQ8GlTfSmhYyU5	undefined	3A	NLY331107103
3	31	Kyrie, Gott Vater in Ewigkeit BWV371	Kyrie, Gott Vater in Ewigkeit, BWV 371	225	6d389961-f595-4587-b7c6-cda58cdeb04d		2	33	Kyrie, Gott Vater in Ewigkeit	371	Kyrie, Gott Vater in Ewigkeit		135	Kyrie, Gott Vater in Ewigkeit, BWV 371	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	113	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	03:04	20	16	84	0	13	0	10	-20	B Major	4	2024-07-26	0DFU9cX0fCcezYyMroQUVl	undefined	1B	NLY331107171
2	14	Lass, o Herr, dein Ohr sich neigen BWV372	Lass, o Herr, dein Ohr sich neigen, BWV 372	226	072c25be-6bd9-4a25-b19d-070e6755bb55		1	68	Lass, o Herr, dein Ohr sich neigen	372	Lass, o Herr, dein Ohr sich neigen		68	Lass, o Herr, dein Ohr sich neigen, BWV 372	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	75	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:12	20	18	94	0	42	0	20	-18	F#/G♭ Minor	4	2024-07-26	76ARZtZ4BkcoC3L9qNP3zD	undefined	11A	NLY331107104
2	15	Liebster Jesu, wir sind hier BWV373	Liebster Jesu, wir sind hier, BWV 373	228	9446902e-ed93-426d-b276-2bdc1ec6d2f8		1	69	Liebster Jesu, wir sind hier	373	Liebster Jesu, wir sind hier		69	Liebster Jesu, wir sind hier, BWV 373	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	173	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:54	9	7	96	0	36	0	10	-22	F#/G♭ Major	5	2024-07-26	7v40uNkSRvnFrGE9NAaat1	undefined	2B	NLY331107105
